oilseed10: FAS Value BY FAS Value  Annual + Year-To-Date Data from Jan - Apr
country,year_1996,year_1997,year_1998,year_1999,year_2000,year_2001,year_2002,year_2003,year_2004,year_2005,year_2006,year_2007,year_2008,year_2009,year_2010,year_2011,year_2012,year_2013,year_2014,year_2015,year_2016,year_2017,ytd_2017,ytd_2018,percent
Chad,0,0,0,0,0,0,0,0,0,0,26118,0,0,230370,1502642,0,7193770,0,4348755,1977344,0,0,0,0, 
Svalbard,May Is,0,0,0,0,0,12060,0,134983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Swaziland,0,0,0,0,0,0,252691,0,0,283322,0,0,0,0,0,0,0,0,0,14640,0,0,0,0, 
Cen African Rep,0,0,0,0,0,0,0,0,195075,0,0,0,0,3625978,0,0,0,0,0,0,0,0,0,0, 
Syria,29581247,35672417,17375155,41188863,53463625,61048540,78896475,67870934,84749500,101956900,145728215,256186714,197465359,86360268,255344568,120635083,49800,0,0,0,0,0,0,0, 
Cape Verde,2217478,3817472,3153712,2134378,1107988,991446,1845429,1122552,1086945,1753490,1129477,1347934,5940,3057,0,0,0,0,0,0,2131202,0,0,0, 
Tajikistan,0,0,59465,27430,0,0,0,0,0,0,0,0,0,0,33240,0,0,0,0,0,0,0,0,0, 
Burundi,0,0,0,159117,0,604260,0,133201,414159,285646,1611648,2574,0,0,0,0,1174937,1528923,0,0,0,0,0,0, 
Timor-Leste,0,0,0,0,0,0,0,0,364650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Tokelau Is,0,0,606000,0,74350,0,30640,534527,3975364,38213343,13434409,12000957,3466027,0,0,0,0,0,0,0,0,0,0,0, 
Tonga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130470,0,0,0,0,0,0,0,0,0, 
Transshipment,120497511,25023789,70882188,121285564,35205066,32727146,11901604,29632356,14110656,9135561,10175884,46337504,8599560,1525877,0,0,175000278,179871109,0,0,0,0,0,0, 
Turkmenistan,0,0,0,0,0,35423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Lesotho,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,6753358,13614722,0,0,0,0,0,0,0, 
Vatican City,0,0,279225,0,47609,278877,42423,69513,0,0,149917,0,0,0,0,0,0,0,13910,0,0,0,0,0, 
West Bank,0,0,0,0,0,13254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Western Sahara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47508,0,0,0,0,0,0,0,0,0, 
Andorra,0,0,0,0,0,0,0,53905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Zambia,0,0,0,0,0,429530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Uganda,769195,2149757,0,0,0,98454,1006044,766005,2291627,1408407,172782,0,0,0,0,0,1371851,0,8043,0,80818,0,0,0, 
Libya,0,0,0,0,2157499,0,0,0,5884555,0,27087120,45535481,25087903,7612232,15433874,0,0,2578233,0,0,0,0,0,0, 
Macao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317582,0,1624373,0,0,0,0, 
Macedonia,0,2327240,0,1750011,0,0,15700,0,19459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Madagascar,0,0,74875,0,0,100487,0,159206,0,0,0,0,0,0,104391,0,3319721,0,0,0,822321,0,0,0, 
Malawi,313195,0,0,0,92137,140052,4200111,177227,767825,0,0,0,0,4915,0,0,5549586,4881000,0,0,4623914,0,0,0, 
Marshall Is,2635,0,0,0,9547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Martinique,11211,0,0,23660,0,0,0,0,0,0,477441,0,0,26642,0,304380,0,0,0,5748,0,0,0,0, 
Mauritania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8978837,0,947243,0,0,0,0, 
Mauritius,0,0,0,0,0,0,0,0,578331,142086,0,359040,0,84744,0,1723149,149600,68298,0,0,4250,0,0,0, 
Mayotte,0,0,0,0,0,0,0,0,0,0,0,234726,0,0,2259737,0,6421380,0,0,0,0,0,0,0, 
Laos,0,0,0,0,0,0,1082304,0,0,106406,0,0,0,0,131927,0,0,0,0,0,0,0,0,0, 
Monaco,0,0,0,0,0,0,0,24293,52957,29117,0,27832,0,0,0,0,0,0,0,0,0,0,0,0, 
Montenegro,0,0,0,0,0,0,0,0,0,0,0,92527,0,0,0,0,0,0,0,28933,35280,0,0,0, 
Montserrat Is,0,0,0,0,0,0,0,111770,60030,0,22929,0,0,0,0,0,0,0,0,0,2629,0,0,0, 
Kyrgyzstan,0,0,0,0,61185,0,212068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Kosovo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39542,0,0,0,0,0,0,0,0,0, 
Netherlands Ant,1210397,97680,211972,420692,375689,624616,527252,289829,157094,75134,183127,285420,182529,230306,350394,44154,0,0,0,0,0,0,0,0, 
New Caledonia,0,0,0,0,0,14158,0,0,3452,0,0,0,173416,0,0,0,0,0,0,0,0,0,0,0, 
Greenland,0,0,0,0,0,0,917179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Norfolk Is,0,0,0,4420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
North Korea,0,0,2040330,1008800,2307771,0,0,0,6801477,0,0,0,34172766,0,0,0,0,0,0,0,0,0,0,0, 
Gibraltar,0,0,0,27000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Georgia,0,0,0,0,0,0,18880,0,15712,17952,14606,29320,156368,141966,3570,213694,218704,567477,48576,7935,20767,0,0,0, 
Palau,0,0,0,0,0,0,0,0,34738,0,0,0,0,5657,6075,15394,2598,0,0,87860,73799,0,0,0, 
Gambia,0,0,0,0,3040,0,63054,41155,47104,0,0,0,19970,0,0,0,0,1981710,0,0,0,0,0,0, 
Papua New Guin,724208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356067,0,0,861460, 
French Guiana,11459,37365,68338,11798,0,0,0,2688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36823, 
Fr S & Ant land,0,0,0,0,13392,13392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Reunion,19585,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Fiji,0,0,0,0,0,0,0,2940,9800,3136,7385,79122,0,3600,0,0,0,8480,0,2900,0,0,0,0, 
Rwanda,4747633,0,0,4897645,839394,587327,41801,289174,291317,455632,456418,390490,755699,0,0,0,0,0,0,0,0,0,0,0, 
San Marino,0,0,304040,977592,0,0,36764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Sao Tome & Prin,0,0,0,0,25471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Faroe Islands,21250,0,37763,0,0,1634800,0,0,0,0,0,14000,0,0,0,0,0,0,0,0,0,0,0,5020, 
F St Micronesia,0,4426,0,0,0,0,2976,0,9520,0,0,0,0,0,0,0,0,3516,0,5348,0,0,0,0, 
Serbia pre-2009,0,0,0,0,0,0,0,0,0,0,0,0,255456,0,0,0,0,0,0,0,0,0,0,0, 
Serbia/Monteneg,0,0,7694,1312498,0,361682,269954,184158,20450,10459,68091,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Seychelles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3248,0,0,0,0,0,0,0,0, 
Eritrea,0,0,0,0,41204,0,73145,11288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Slovak Republic,177336,246601,141591,116470,60943,10615,40945,0,0,0,0,122304,18207915,0,0,0,0,0,0,0,0,0,0,0, 
