85list: Customs Value BY Customs Value  Annual + Year-To-Date Data from Jan - Mar
country,year_1996,year_1997,year_1998,year_1999,year_2000,year_2001,year_2002,year_2003,year_2004,year_2005,year_2006,year_2007,year_2008,year_2009,year_2010,year_2011,year_2012,year_2013,year_2014,year_2015,year_2016,year_2017,ytd_2017,ytd_2018,percent
Tuvalu,0,0,0,0,0,0,0,0,0,0,0,0,0,4926,0,0,0,0,0,0,0,6472,0,0, 
Cen African Rep,0,0,0,0,0,0,0,0,2708,0,29414,0,21436,0,0,2005,3868,0,2985,9678,11735,6039,0,0, 
Uganda,0,0,0,0,66969,0,0,0,0,9197,7535,8949,5280,0,26465,5160,24464,8175,585839,0,95151,5432,0,0, 
Pitcairn Is,0,0,0,0,0,0,0,29500,0,0,9517,34610,3449,4182,0,0,0,0,0,0,0,5415,0,0, 
Nepal,0,0,6290,0,0,0,4523,0,71362,0,6117,0,110000,11884,0,10269,42834,11100,0,13178,7421,5370,5370,3834,-28.6
Bangladesh,54864,179262,153328,160893,372934,168518,83982,121265,92710,77624,96262,69065,122810,27944,23114,39687,263899,18172,26432,41082,11919,5159,5159,5986,16
Cook Is,0,0,1658,0,4545,2380,0,0,46170,0,27548,5345,0,0,53382,0,0,3729,140549,66693,13474,5048,0,0, 
Anguilla,16170,0,0,0,0,5274,0,0,0,0,0,102163,5200,7898,6050,0,0,12429,0,19855,0,5000,5000,0,-100
Samoa,0,0,0,0,4357,0,0,2274,46955,0,2058,65101,24722,2300,4102,7298,0,0,48170,36165,18149,4925,0,0, 
Grenada Is,0,3459044,7498969,11323640,16641083,7221720,0,0,0,2865,8902,123130,20414,10243,0,19539,34609,23376,17037,37267,0,4319,0,0, 
St Vinc & Gren,6470,0,0,0,0,21515,0,0,3430,0,6600,9202,2690,0,33067,0,0,0,97570,0,0,4235,0,0, 
Liberia,0,0,0,0,8888,2844,0,19961,0,0,0,0,0,3079,12238,4000,0,5000,13543,10000,11801,4035,0,0, 
Heard & McDn Is,0,0,0,0,2840,0,0,0,0,0,0,0,0,0,0,3284,0,0,0,0,7164,3949,0,0, 
Zambia,0,0,0,0,0,0,0,0,0,0,0,0,0,3200,0,0,2820,2900,0,2352,0,3328,0,0, 
Cocos Is,0,0,0,2720,0,0,0,0,3546,0,2095,0,5100,37741,6635,3000,42477,0,40505,40924,15998,3083,0,0, 
Tokelau Is,0,5634,107010,0,2417,312883,2975,0,0,45004,135722,11173,2038,2327,0,16800,378250,0,15699,0,0,3010,0,0, 
Christmas Is,0,0,0,0,50250,0,11881,0,0,0,0,7028,0,2520,0,0,0,29102,63673,36114,56867,2580,2580,12635,389.7
Somalia,0,0,0,7800,4500,0,0,0,0,2255,0,4301,0,0,0,0,0,0,0,0,0,2555,2555,0,-100
Congo (DROC),0,0,0,4198,3925,23954,0,0,0,0,27551,8085,0,0,6808,3938,18986,9306,24922,23342,8338,2231,0,0, 
Cape Verde,0,0,0,0,0,0,0,667644,2156,9241,17348,2160,0,0,0,0,2635,4825,0,48994,58112,2108,2108,0,-100
Svalbard,May Is,238727,0,0,0,0,0,0,0,0,0,0,0,0,0,24240,0,8080,3072,0,26587,0,0,0,0, 
Burundi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,0,0,0,0,0,0,2551, 
Burkina Faso,0,1733,0,0,0,0,0,0,72543,0,3800,0,0,0,0,0,0,2900,0,5000,0,0,0,0, 
Syria,2180,1400,0,40942,65724,23357,6224,0,0,0,0,3927,0,0,0,0,0,0,0,0,0,0,0,0, 
Brunei,0,8243,0,0,100000,0,0,0,0,0,141000,32197,52053,0,12786,0,4549,0,11700,3680,0,0,0,3500, 
Tajikistan,0,0,0,0,0,0,0,0,0,4274,0,15642,0,6529,0,0,0,0,0,0,0,0,0,2800, 
Niue,0,0,0,3807,0,0,0,0,0,0,0,0,9055,0,0,15240,7549,27617,17603,0,6229,0,0,0, 
Br Indian O Ter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2542,0,0,0,0,7700,0,0,0,0, 
Timor-Leste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4975,0,0,0, 
Togo,0,0,0,62910,23790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2265,0,0,0, 
Tonga,0,0,1617,0,0,0,0,0,2235,0,0,0,0,7502,0,0,0,29834,0,0,0,0,0,0, 
Bhutan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3993,9410,0,0,2875,0,0,0, 
Turkmenistan,0,0,0,0,0,0,0,0,18652,0,0,0,0,0,31371,3782,20945,9906,0,0,0,0,0,0, 
Turks & Caic Is,0,0,0,0,0,0,0,0,0,0,0,0,16947,0,0,5835,3375,5025,0,0,0,0,0,2559, 
Mayotte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2309,0,0,0,0,0,0, 
Benin,0,0,0,0,0,0,0,0,94946,0,0,0,0,0,0,0,0,0,0,0,44000,0,0,0, 
Libya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20446, 
Vanuatu,0,0,0,145497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Angola,0,0,0,0,0,0,0,0,0,0,0,20376,0,0,0,0,0,4000,0,0,0,0,0,0, 
Wallis & Futuna,0,0,0,0,0,2537,0,0,0,0,0,0,0,0,0,2317,0,294131,0,3449,5633,0,0,0, 
Western Sahara,0,0,0,0,0,0,0,2909,0,0,0,0,4200,0,0,0,0,0,0,0,33988,0,0,0, 
Yemen,0,0,5644,0,12000,17281,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0, 
Netherlands Ant,972104,826454,1305895,1516570,3059198,2438517,1682270,1932892,3032267,2127476,2536828,2604720,720957,173441,302615,133283,0,0,0,0,0,0,0,0, 
Papua New Guin,0,0,0,0,3536,0,10460,0,0,0,0,0,22000,0,10870,0,5000,84181,2565,26364,60492,0,0,0, 
Kosovo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33879,21600,0,0,21188,2836,0,0,0, 
Kiribati,0,0,0,0,0,0,0,0,9674,0,0,0,0,0,0,0,0,0,4347,0,25680,0,0,11084, 
Palau,0,2848,23040,0,0,0,0,2040,0,0,0,0,7474,0,0,0,0,0,0,2864,0,0,0,0, 
Mauritania,0,0,8006,0,0,0,18073,0,7779,4687,0,0,3001,0,8642,6364,7005,25752,83929,0,17123,0,0,0, 
Greenland,0,0,0,0,2916,0,0,0,0,0,0,0,0,6037,0,0,0,0,0,0,2439,0,0,0, 
Gibraltar,0,0,11573,5520,164600,13150,0,80000,8156,0,0,2124,0,0,0,0,0,0,3365,0,0,0,0,0, 
Gambia,0,0,38504,0,0,0,9900,0,0,0,0,0,0,3632,7636,0,2124,0,0,0,7900,0,0,0, 
French Guiana,0,0,0,0,0,0,0,0,0,0,0,0,2656,5827,0,25357,0,46748,150282,4549,0,0,0,0, 
Fr S & Ant land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3683,0,0,0,0,0,0,0, 
Serbia pre-2009,0,0,0,0,0,0,0,0,0,0,0,0,59098,0,0,0,0,0,0,0,0,0,0,0, 
Serbia/Monteneg,1406,43027,0,0,11635,23225,29481,0,56811,2550,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Faroe Islands,1702,0,0,0,52757,0,0,0,2411,0,0,95275,46726,0,2535,0,0,0,35547,21171,0,0,0,0, 
Falkland Is,0,0,0,0,0,0,2115,0,0,0,0,0,0,0,12209,0,0,0,0,0,0,0,0,0, 
North Korea,0,0,0,0,0,16405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Norfolk Is,0,0,0,8390,12632,0,0,12995,156778,0,0,0,21894,8000,0,37700,0,0,0,0,14389,0,0,0, 
Eritrea,0,2514,0,0,0,0,18669,0,0,3650,0,0,2194,0,0,31409,13973,2654,0,0,2723,0,0,0, 
Cote d`Ivoire,3647,85933,42032,51261,36188,12741,67320,16503,13280,0,22389,0,165983,21672,2392,25861,10300,237085,0,52348,2850,0,0,0, 
Solomon Is,0,0,0,0,0,0,52300,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
South Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4184,0,0,0,0, 
Comoros,0,0,0,0,0,0,0,2663,0,0,0,0,0,0,0,2272,16968,31500,0,0,5409,0,0,0, 
Chad,0,0,0,0,0,0,4726,46857,0,3160,0,2183,0,0,0,0,0,0,0,0,7980,0,0,0, 
St Pierre & Miq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3888,0,0,0,0,0,0, 
Sudan pre-2012,0,15571,0,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
