transportation: FAS Value BY FAS Value  Annual + Year-To-Date Data from Jan - Apr
country,year_1996,year_1997,year_1998,year_1999,year_2000,year_2001,year_2002,year_2003,year_2004,year_2005,year_2006,year_2007,year_2008,year_2009,year_2010,year_2011,year_2012,year_2013,year_2014,year_2015,year_2016,year_2017,ytd_2017,ytd_2018,percent
Cook Is,0,0,0,0,0,0,0,0,0,29700,0,9000,0,0,0,0,0,0,13400,0,0,12000,0,0, 
Somalia,0,0,0,0,0,0,0,3000,0,0,0,29200,50000,7500,0,0,63532,20000,46500,1182520,19825,9600,6100,4000,-34.4
Samoa,695833,680929,226990,298745,50109413,58744615,447662,1029418,1270858,1631706,687510,1014904,48000,0,0,0,15750,34697,0,0,0,7575,0,20000, 
Solomon Is,5500000,0,0,0,0,11600,0,0,0,0,0,0,30647,0,0,0,0,26600,52000,0,10000,5790,5790,0,-100
Mayotte,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,3895,6500,34925,69250,84953,14287,2863,3317,0,0, 
Heard & McDn Is,0,0,0,0,0,0,4000,0,0,0,0,0,17040,0,8000,0,16390,6550,3749,0,0,2648,0,0, 
Svalbard,May Is,0,0,15000,0,14000,0,0,0,0,0,0,0,0,0,29400,30000,0,0,0,0,0,0,0,0, 
Serbia/Monteneg,5400,388320,1047450,13366038,165950,277650,19095219,1185767,46812928,4503304,3080863,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Serbia pre-2009,0,0,0,0,0,0,0,0,0,0,0,2676537,10433112,0,0,0,0,0,0,0,0,0,0,0, 
Syria,2543429,1403093,2148914,472101,683326,7957886,5598147,4325711,3589065,55598,228000,59300,27500,28000,21120,5000,0,0,0,0,0,0,0,0, 
Tajikistan,0,0,0,0,0,0,115285,17680,64500,115500,106095,190000,740660,255750,176371,40380,154121,433354,0,0,0,0,0,0, 
Greenland,0,0,0,0,0,0,0,16685,43100,253622,210514,228886,1042862,214006,138234,118373,36959,53994,0,0,0,0,0,0, 
Cocos Is,20665,0,0,0,0,131046,57311,70494,0,0,0,0,0,6196,4110,0,0,9800,0,0,0,0,0,0, 
Tokelau Is,0,0,0,0,0,0,0,0,0,7361,34828,9827,16990,20000,0,0,221509,169116,0,0,0,0,0,0, 
Tonga,54482,14300,63000,56605,31000,19500,13300,17800,3500,106839,115180,289190,155507,39000,53500,92000,45000,48000,41760,151770,40000,0,0,0, 
Christmas Is,0,0,0,0,0,0,0,0,0,0,45000,0,57700,0,0,252000,0,0,0,0,0,0,0,0, 
Iran,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,41735,0,0,0,0, 
Pitcairn Is,0,0,0,0,318095,12800,0,0,0,0,0,0,91000,0,0,0,0,0,0,0,0,0,0,0, 
Tuvalu,0,0,0,0,0,0,0,0,0,0,4000,0,0,0,0,15250,0,0,0,0,0,0,0,0, 
Lesotho,306550,409832,31962,0,0,0,60000,0,50000,30000,0,0,0,43900,8500,30000,116800,10365,0,0,35000,0,0,0, 
Br Indian O Ter,62443,0,0,0,0,0,0,0,0,63327,0,0,0,0,0,55790,41500,0,0,0,0,0,0,0, 
Maldive Is,0,0,0,0,0,0,0,0,0,0,62000,187566,16659,13706,9441,0,0,3500,40893,0,0,0,0,0, 
Bhutan,0,0,0,0,0,0,0,0,0,0,13000,0,23500,0,0,0,0,0,0,0,0,0,0,0, 
North Korea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0, 
Norfolk Is,0,75000,15595,5000,5050,0,0,0,0,0,0,0,60615,51000,0,0,4000,0,0,0,0,0,0,0, 
Vatican City,0,0,0,0,0,0,0,4500,30788,0,2903,20000,71000,43180,122870,92753,0,0,41406,0,0,0,0,0, 
Wallis & Futuna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0,0, 
West Bank,0,10000,0,111300,93475,758300,0,0,0,0,39700,73377,32744,35057,198545,75291,0,0,96098,0,379403,0,0,0, 
Netherlands Ant,20052945,11111825,46238220,11049743,12357869,62366207,10509416,17691850,17062591,17550647,17829438,18128419,19298653,16767181,17552333,4360533,0,0,0,0,0,0,0,0, 
Nauru,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
Kiribati,17853,11899,20061,24500,116500,0,0,0,0,3264,151250,0,0,0,0,209000,25000,0,0,158992,0,0,0,0, 
Falkland Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17000,10811,79800,17728,0,0,0,0,0,0, 
South Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7700,87590,173718,41650,24957,0,0,0,0, 
Faroe Islands,0,0,0,0,0,0,0,20000,45145,32609,104900,313952,365161,85285,0,0,43500,46404,4500,0,0,0,0,0, 
Fiji,27500,10400,41759816,97973620,0,0,0,5400,0,5000,5000,65000,5000,18251,7383,14900,5000,10181,11999,20010,112797,0,0,0, 
St Helena,0,0,0,0,24075,5000,90000,60338,0,0,0,235500,76936,0,0,25000,0,19300,0,0,26156,0,0,0, 
Eritrea,48297,146237,83250,20000,62600,19800,22200,35021750,66661,23000,80500,37945,0,61550,138655,263734,62999,143405,326510,18000,0,0,0,0, 
Fr S & Ant land,0,0,0,0,0,0,0,80500,0,0,0,0,0,40000,37200,127000,0,42000,0,0,0,0,0,0, 
St Pierre & Miq,0,0,0,3500,32400,17000,7792,10500,0,0,0,0,0,0,0,0,86900,0,0,0,0,0,0,0, 
French Guiana,70972,155100,33391,0,0,0,0,10235,0,0,36500,19800,40081,67474,30534,171914,245951,43295,48590,22500,20140,0,0,0, 
Sudan pre-2012,75848,35659,0,0,0,0,0,0,35000,0,0,8800,0,21000,64000,24500,0,0,0,0,0,0,0,0, 
Gaza Strip,0,0,115365,0,0,0,0,0,0,0,0,0,0,0,0,0,12048,53606,0,0,0,0,0,0, 
